timestamp,elapsed_ms,device,link_index,address,distance_cm,snr_db,raw
"2026-07-30T17:49:45.361Z","58244","2","1","0200","124","-5","P1,0200,124cm,-5dB"
"2026-07-30T17:49:45.461Z","58344","1","0","0100","92","18","P0,0100,92cm,18dB"
"2026-07-30T17:49:45.461Z","58344","2","1","0200","116","-4","P1,0200,116cm,-4dB"
"2026-07-30T17:49:45.561Z","58444","1","0","0100","85","18","P0,0100,85cm,18dB"
"2026-07-30T17:49:45.561Z","58444","2","1","0200","104","-3","P1,0200,104cm,-3dB"
"2026-07-30T17:49:45.661Z","58544","1","0","0100","82","15","P0,0100,82cm,15dB"
"2026-07-30T17:49:45.661Z","58544","2","1","0200","97","-5","P1,0200,97cm,-5dB"
"2026-07-30T17:49:45.761Z","58644","1","0","0100","89","15","P0,0100,89cm,15dB"
"2026-07-30T17:49:45.761Z","58644","2","1","0200","106","-3","P1,0200,106cm,-3dB"
"2026-07-30T17:49:45.861Z","58744","1","0","0100","80","16","P0,0100,80cm,16dB"
"2026-07-30T17:49:45.861Z","58744","2","1","0200","128","-4","P1,0200,128cm,-4dB"
"2026-07-30T17:49:45.961Z","58844","1","0","0100","70","17","P0,0100,70cm,17dB"
"2026-07-30T17:49:45.961Z","58844","2","1","0200","112","-4","P1,0200,112cm,-4dB"
"2026-07-30T17:49:46.074Z","58957","1","0","0100","60","19","P0,0100,60cm,19dB"
"2026-07-30T17:49:46.074Z","58957","2","1","0200","85","-4","P1,0200,85cm,-4dB"
"2026-07-30T17:49:46.161Z","59044","1","0","0100","73","18","P0,0100,73cm,18dB"
"2026-07-30T17:49:46.161Z","59044","2","1","0200","119","-3","P1,0200,119cm,-3dB"
"2026-07-30T17:49:46.261Z","59144","1","0","0100","76","16","P0,0100,76cm,16dB"
"2026-07-30T17:49:46.261Z","59144","2","1","0200","63","-3","P1,0200,63cm,-3dB"
"2026-07-30T17:49:46.361Z","59244","1","0","0100","56","14","P0,0100,56cm,14dB"
"2026-07-30T17:49:46.361Z","59244","2","1","0200","172","-4","P1,0200,172cm,-4dB"
"2026-07-30T17:49:46.461Z","59344","1","0","0100","89","17","P0,0100,89cm,17dB"
"2026-07-30T17:49:46.461Z","59344","2","1","0200","67","-3","P1,0200,67cm,-3dB"
"2026-07-30T17:49:46.561Z","59444","1","0","0100","92","16","P0,0100,92cm,16dB"
"2026-07-30T17:49:46.561Z","59444","2","1","0200","133","-1","P1,0200,133cm,-1dB"
"2026-07-30T17:49:46.661Z","59544","1","0","0100","91","18","P0,0100,91cm,18dB"
"2026-07-30T17:49:46.661Z","59544","2","1","0200","92","3","P1,0200,92cm,3dB"
"2026-07-30T17:49:46.761Z","59644","1","0","0100","86","15","P0,0100,86cm,15dB"
"2026-07-30T17:49:46.761Z","59644","2","1","0200","46","-1","P1,0200,46cm,-1dB"
"2026-07-30T17:49:46.861Z","59744","1","0","0100","95","19","P0,0100,95cm,19dB"
"2026-07-30T17:49:46.861Z","59744","2","1","0200","88","5","P1,0200,88cm,5dB"
"2026-07-30T17:49:46.961Z","59844","1","0","0100","98","19","P0,0100,98cm,19dB"
"2026-07-30T17:49:46.961Z","59844","2","1","0200","77","-4","P1,0200,77cm,-4dB"
"2026-07-30T17:49:47.059Z","59942","1","0","0100","98","19","P0,0100,98cm,19dB"
"2026-07-30T17:49:47.161Z","60044","1","0","0100","96","16","P0,0100,96cm,16dB"
"2026-07-30T17:49:47.161Z","60044","2","1","0200","108","-3","P1,0200,108cm,-3dB"
"2026-07-30T17:49:47.261Z","60144","1","0","0100","120","16","P0,0100,120cm,16dB"
"2026-07-30T17:49:47.261Z","60144","2","1","0200","121","0","P1,0200,121cm,0dB"
"2026-07-30T17:49:47.361Z","60244","1","0","0100","91","16","P0,0100,91cm,16dB"
"2026-07-30T17:49:47.361Z","60244","2","1","0200","113","1","P1,0200,113cm,1dB"
"2026-07-30T17:49:47.461Z","60344","1","0","0100","83","16","P0,0100,83cm,16dB"
"2026-07-30T17:49:47.461Z","60344","2","1","0200","121","-2","P1,0200,121cm,-2dB"
"2026-07-30T17:49:47.561Z","60444","1","0","0100","83","15","P0,0100,83cm,15dB"
"2026-07-30T17:49:47.561Z","60444","2","1","0200","118","-2","P1,0200,118cm,-2dB"
"2026-07-30T17:49:47.661Z","60544","1","0","0100","91","17","P0,0100,91cm,17dB"
"2026-07-30T17:49:47.661Z","60544","2","1","0200","106","-3","P1,0200,106cm,-3dB"
"2026-07-30T17:49:47.761Z","60644","1","0","0100","114","16","P0,0100,114cm,16dB"
"2026-07-30T17:49:47.761Z","60644","2","1","0200","120","-3","P1,0200,120cm,-3dB"
"2026-07-30T17:49:47.861Z","60744","1","0","0100","102","17","P0,0100,102cm,17dB"
"2026-07-30T17:49:47.861Z","60744","2","1","0200","115","-3","P1,0200,115cm,-3dB"
"2026-07-30T17:49:47.961Z","60844","1","0","0100","91","16","P0,0100,91cm,16dB"
"2026-07-30T17:49:47.961Z","60844","2","1","0200","76","-1","P1,0200,76cm,-1dB"
"2026-07-30T17:49:48.061Z","60944","1","0","0100","98","18","P0,0100,98cm,18dB"
"2026-07-30T17:49:48.061Z","60944","2","1","0200","104","-4","P1,0200,104cm,-4dB"
"2026-07-30T17:49:48.161Z","61044","1","0","0100","103","17","P0,0100,103cm,17dB"
"2026-07-30T17:49:48.161Z","61044","2","1","0200","119","0","P1,0200,119cm,0dB"
"2026-07-30T17:49:48.261Z","61144","1","0","0100","91","16","P0,0100,91cm,16dB"
"2026-07-30T17:49:48.261Z","61144","2","1","0200","105","-2","P1,0200,105cm,-2dB"
"2026-07-30T17:49:48.361Z","61244","1","0","0100","82","15","P0,0100,82cm,15dB"
"2026-07-30T17:49:48.361Z","61244","2","1","0200","103","-4","P1,0200,103cm,-4dB"
"2026-07-30T17:49:48.461Z","61344","1","0","0100","99","17","P0,0100,99cm,17dB"
"2026-07-30T17:49:48.461Z","61344","2","1","0200","126","-3","P1,0200,126cm,-3dB"
"2026-07-30T17:49:48.561Z","61444","1","0","0100","98","16","P0,0100,98cm,16dB"
"2026-07-30T17:49:48.561Z","61444","2","1","0200","110","5","P1,0200,110cm,5dB"
"2026-07-30T17:49:48.661Z","61544","1","0","0100","101","13","P0,0100,101cm,13dB"
"2026-07-30T17:49:48.661Z","61544","2","1","0200","106","5","P1,0200,106cm,5dB"
"2026-07-30T17:49:48.761Z","61644","1","0","0100","103","16","P0,0100,103cm,16dB"
"2026-07-30T17:49:48.761Z","61644","2","1","0200","101","3","P1,0200,101cm,3dB"
"2026-07-30T17:49:48.861Z","61744","1","0","0100","91","16","P0,0100,91cm,16dB"
"2026-07-30T17:49:48.861Z","61744","2","1","0200","89","2","P1,0200,89cm,2dB"
"2026-07-30T17:49:48.961Z","61844","1","0","0100","97","16","P0,0100,97cm,16dB"
"2026-07-30T17:49:48.961Z","61844","2","1","0200","97","0","P1,0200,97cm,0dB"
"2026-07-30T17:49:49.061Z","61944","1","0","0100","91","15","P0,0100,91cm,15dB"
"2026-07-30T17:49:49.061Z","61944","2","1","0200","133","3","P1,0200,133cm,3dB"
"2026-07-30T17:49:49.161Z","62044","1","0","0100","102","18","P0,0100,102cm,18dB"
"2026-07-30T17:49:49.161Z","62044","2","1","0200","108","-3","P1,0200,108cm,-3dB"
"2026-07-30T17:49:49.261Z","62144","1","0","0100","83","18","P0,0100,83cm,18dB"
"2026-07-30T17:49:49.261Z","62144","2","1","0200","107","3","P1,0200,107cm,3dB"
"2026-07-30T17:49:49.361Z","62244","1","0","0100","95","15","P0,0100,95cm,15dB"
"2026-07-30T17:49:49.361Z","62244","2","1","0200","112","-5","P1,0200,112cm,-5dB"
"2026-07-30T17:49:49.461Z","62344","1","0","0100","83","18","P0,0100,83cm,18dB"
"2026-07-30T17:49:49.461Z","62344","2","1","0200","113","-2","P1,0200,113cm,-2dB"
"2026-07-30T17:49:49.561Z","62444","1","0","0100","101","17","P0,0100,101cm,17dB"
"2026-07-30T17:49:49.561Z","62444","2","1","0200","109","-3","P1,0200,109cm,-3dB"
"2026-07-30T17:49:49.661Z","62544","1","0","0100","79","13","P0,0100,79cm,13dB"
"2026-07-30T17:49:49.661Z","62544","2","1","0200","119","-2","P1,0200,119cm,-2dB"
"2026-07-30T17:49:49.761Z","62644","1","0","0100","88","16","P0,0100,88cm,16dB"
"2026-07-30T17:49:49.761Z","62644","2","1","0200","106","-4","P1,0200,106cm,-4dB"
"2026-07-30T17:49:49.861Z","62744","1","0","0100","104","15","P0,0100,104cm,15dB"
"2026-07-30T17:49:49.861Z","62744","2","1","0200","130","3","P1,0200,130cm,3dB"
"2026-07-30T17:49:49.961Z","62844","1","0","0100","85","16","P0,0100,85cm,16dB"
"2026-07-30T17:49:49.961Z","62844","2","1","0200","124","0","P1,0200,124cm,0dB"
"2026-07-30T17:49:50.061Z","62944","1","0","0100","91","16","P0,0100,91cm,16dB"
"2026-07-30T17:49:50.061Z","62944","2","1","0200","131","-2","P1,0200,131cm,-2dB"
"2026-07-30T17:49:50.161Z","63044","1","0","0100","79","17","P0,0100,79cm,17dB"
"2026-07-30T17:49:50.161Z","63044","2","1","0200","126","-2","P1,0200,126cm,-2dB"
"2026-07-30T17:49:50.261Z","63144","1","0","0100","98","16","P0,0100,98cm,16dB"
"2026-07-30T17:49:50.261Z","63144","2","1","0200","118","2","P1,0200,118cm,2dB"
"2026-07-30T17:49:50.361Z","63244","1","0","0100","85","21","P0,0100,85cm,21dB"
"2026-07-30T17:49:50.361Z","63244","2","1","0200","143","-3","P1,0200,143cm,-3dB"
"2026-07-30T17:49:50.461Z","63344","1","0","0100","81","16","P0,0100,81cm,16dB"
"2026-07-30T17:49:50.461Z","63344","2","1","0200","128","4","P1,0200,128cm,4dB"
"2026-07-30T17:49:50.561Z","63444","1","0","0100","84","17","P0,0100,84cm,17dB"
"2026-07-30T17:49:50.561Z","63444","2","1","0200","136","0","P1,0200,136cm,0dB"
"2026-07-30T17:49:50.661Z","63544","1","0","0100","89","16","P0,0100,89cm,16dB"
"2026-07-30T17:49:50.661Z","63544","2","1","0200","121","3","P1,0200,121cm,3dB"
"2026-07-30T17:49:50.761Z","63644","1","0","0100","90","16","P0,0100,90cm,16dB"
"2026-07-30T17:49:50.761Z","63644","2","1","0200","128","3","P1,0200,128cm,3dB"
"2026-07-30T17:49:50.861Z","63744","1","0","0100","87","18","P0,0100,87cm,18dB"
"2026-07-30T17:49:50.861Z","63744","2","1","0200","132","-3","P1,0200,132cm,-3dB"
"2026-07-30T17:49:50.961Z","63844","1","0","0100","84","19","P0,0100,84cm,19dB"
"2026-07-30T17:49:50.961Z","63844","2","1","0200","149","1","P1,0200,149cm,1dB"
"2026-07-30T17:49:51.061Z","63944","1","0","0100","103","16","P0,0100,103cm,16dB"
"2026-07-30T17:49:51.061Z","63944","2","1","0200","98","-3","P1,0200,98cm,-3dB"
"2026-07-30T17:49:51.161Z","64044","1","0","0100","91","16","P0,0100,91cm,16dB"
"2026-07-30T17:49:51.161Z","64044","2","1","0200","155","-3","P1,0200,155cm,-3dB"
"2026-07-30T17:49:51.261Z","64144","1","0","0100","94","16","P0,0100,94cm,16dB"
"2026-07-30T17:49:51.261Z","64144","2","1","0200","132","-4","P1,0200,132cm,-4dB"
"2026-07-30T17:49:51.361Z","64244","1","0","0100","94","15","P0,0100,94cm,15dB"
"2026-07-30T17:49:51.361Z","64244","2","1","0200","132","-4","P1,0200,132cm,-4dB"
"2026-07-30T17:49:51.461Z","64344","1","0","0100","89","16","P0,0100,89cm,16dB"
"2026-07-30T17:49:51.461Z","64344","2","1","0200","74","-3","P1,0200,74cm,-3dB"
"2026-07-30T17:49:51.561Z","64444","1","0","0100","102","18","P0,0100,102cm,18dB"
"2026-07-30T17:49:51.561Z","64444","2","1","0200","93","-4","P1,0200,93cm,-4dB"
"2026-07-30T17:49:51.661Z","64544","1","0","0100","100","18","P0,0100,100cm,18dB"
"2026-07-30T17:49:51.661Z","64544","2","1","0200","134","-2","P1,0200,134cm,-2dB"
"2026-07-30T17:49:51.761Z","64644","1","0","0100","85","15","P0,0100,85cm,15dB"
"2026-07-30T17:49:51.761Z","64644","2","1","0200","132","-1","P1,0200,132cm,-1dB"
"2026-07-30T17:49:51.861Z","64744","1","0","0100","76","17","P0,0100,76cm,17dB"
"2026-07-30T17:49:51.861Z","64744","2","1","0200","127","-1","P1,0200,127cm,-1dB"
"2026-07-30T17:49:51.961Z","64844","1","0","0100","89","16","P0,0100,89cm,16dB"
"2026-07-30T17:49:51.961Z","64844","2","1","0200","118","0","P1,0200,118cm,0dB"
"2026-07-30T17:49:52.061Z","64944","1","0","0100","85","16","P0,0100,85cm,16dB"
"2026-07-30T17:49:52.061Z","64944","2","1","0200","118","3","P1,0200,118cm,3dB"
"2026-07-30T17:49:52.161Z","65044","1","0","0100","83","17","P0,0100,83cm,17dB"
"2026-07-30T17:49:52.161Z","65044","2","1","0200","129","1","P1,0200,129cm,1dB"
"2026-07-30T17:49:52.261Z","65144","1","0","0100","90","16","P0,0100,90cm,16dB"
"2026-07-30T17:49:52.261Z","65144","2","1","0200","123","2","P1,0200,123cm,2dB"
"2026-07-30T17:49:52.361Z","65244","1","0","0100","80","19","P0,0100,80cm,19dB"
"2026-07-30T17:49:52.361Z","65244","2","1","0200","125","2","P1,0200,125cm,2dB"
"2026-07-30T17:49:52.461Z","65344","1","0","0100","83","14","P0,0100,83cm,14dB"
"2026-07-30T17:49:52.461Z","65344","2","1","0200","105","3","P1,0200,105cm,3dB"
"2026-07-30T17:49:52.561Z","65444","1","0","0100","91","14","P0,0100,91cm,14dB"
"2026-07-30T17:49:52.561Z","65444","2","1","0200","106","0","P1,0200,106cm,0dB"
"2026-07-30T17:49:52.661Z","65544","1","0","0100","91","21","P0,0100,91cm,21dB"
"2026-07-30T17:49:52.661Z","65544","2","1","0200","135","-3","P1,0200,135cm,-3dB"
"2026-07-30T17:49:52.761Z","65644","1","0","0100","91","14","P0,0100,91cm,14dB"
"2026-07-30T17:49:52.761Z","65644","2","1","0200","63","-4","P1,0200,63cm,-4dB"
"2026-07-30T17:49:52.861Z","65744","1","0","0100","89","16","P0,0100,89cm,16dB"
"2026-07-30T17:49:52.861Z","65744","2","1","0200","73","-4","P1,0200,73cm,-4dB"
"2026-07-30T17:49:52.961Z","65844","1","0","0100","85","17","P0,0100,85cm,17dB"
"2026-07-30T17:49:52.961Z","65844","2","1","0200","97","-1","P1,0200,97cm,-1dB"
"2026-07-30T17:49:53.061Z","65944","1","0","0100","85","17","P0,0100,85cm,17dB"
"2026-07-30T17:49:53.061Z","65944","2","1","0200","65","-6","P1,0200,65cm,-6dB"
"2026-07-30T17:49:53.161Z","66044","1","0","0100","87","18","P0,0100,87cm,18dB"
"2026-07-30T17:49:53.161Z","66044","2","1","0200","91","-4","P1,0200,91cm,-4dB"
"2026-07-30T17:49:53.261Z","66144","1","0","0100","88","18","P0,0100,88cm,18dB"
"2026-07-30T17:49:53.261Z","66144","2","1","0200","82","-2","P1,0200,82cm,-2dB"
"2026-07-30T17:49:53.361Z","66244","1","0","0100","86","15","P0,0100,86cm,15dB"
"2026-07-30T17:49:53.361Z","66244","2","1","0200","76","-4","P1,0200,76cm,-4dB"
"2026-07-30T17:49:53.461Z","66344","1","0","0100","87","19","P0,0100,87cm,19dB"
"2026-07-30T17:49:53.461Z","66344","2","1","0200","84","0","P1,0200,84cm,0dB"
"2026-07-30T17:49:53.559Z","66442","1","0","0100","88","16","P0,0100,88cm,16dB"
"2026-07-30T17:49:53.661Z","66544","1","0","0100","87","15","P0,0100,87cm,15dB"
"2026-07-30T17:49:53.661Z","66544","2","1","0200","88","3","P1,0200,88cm,3dB"
"2026-07-30T17:49:53.761Z","66644","1","0","0100","84","18","P0,0100,84cm,18dB"
"2026-07-30T17:49:53.761Z","66644","2","1","0200","90","2","P1,0200,90cm,2dB"
"2026-07-30T17:49:53.861Z","66744","1","0","0100","89","17","P0,0100,89cm,17dB"
"2026-07-30T17:49:53.861Z","66744","2","1","0200","88","-1","P1,0200,88cm,-1dB"
"2026-07-30T17:49:53.961Z","66844","1","0","0100","88","17","P0,0100,88cm,17dB"
"2026-07-30T17:49:53.961Z","66844","2","1","0200","95","-2","P1,0200,95cm,-2dB"
"2026-07-30T17:49:54.061Z","66944","1","0","0100","92","12","P0,0100,92cm,12dB"
"2026-07-30T17:49:54.061Z","66944","2","1","0200","106","-1","P1,0200,106cm,-1dB"
"2026-07-30T17:49:54.161Z","67044","1","0","0100","93","17","P0,0100,93cm,17dB"
"2026-07-30T17:49:54.161Z","67044","2","1","0200","100","-1","P1,0200,100cm,-1dB"
"2026-07-30T17:49:54.261Z","67144","1","0","0100","89","16","P0,0100,89cm,16dB"
"2026-07-30T17:49:54.261Z","67144","2","1","0200","106","-4","P1,0200,106cm,-4dB"
"2026-07-30T17:49:54.361Z","67244","1","0","0100","111","13","P0,0100,111cm,13dB"
"2026-07-30T17:49:54.361Z","67244","2","1","0200","116","-2","P1,0200,116cm,-2dB"
"2026-07-30T17:49:54.461Z","67344","1","0","0100","107","17","P0,0100,107cm,17dB"
"2026-07-30T17:49:54.461Z","67344","2","1","0200","118","4","P1,0200,118cm,4dB"
"2026-07-30T17:49:54.561Z","67444","1","0","0100","103","13","P0,0100,103cm,13dB"
"2026-07-30T17:49:54.561Z","67444","2","1","0200","98","-1","P1,0200,98cm,-1dB"
"2026-07-30T17:49:54.661Z","67544","1","0","0100","89","13","P0,0100,89cm,13dB"
"2026-07-30T17:49:54.661Z","67544","2","1","0200","97","3","P1,0200,97cm,3dB"
"2026-07-30T17:49:54.759Z","67642","2","1","0200","95","0","P1,0200,95cm,0dB"
"2026-07-30T17:49:54.861Z","67744","1","0","0100","83","15","P0,0100,83cm,15dB"
"2026-07-30T17:49:54.861Z","67744","2","1","0200","97","4","P1,0200,97cm,4dB"
"2026-07-30T17:49:54.961Z","67844","1","0","0100","124","17","P0,0100,124cm,17dB"
"2026-07-30T17:49:54.961Z","67844","2","1","0200","114","2","P1,0200,114cm,2dB"
"2026-07-30T17:49:55.061Z","67944","1","0","0100","83","16","P0,0100,83cm,16dB"
"2026-07-30T17:49:55.061Z","67944","2","1","0200","95","-1","P1,0200,95cm,-1dB"
"2026-07-30T17:49:55.161Z","68044","1","0","0100","95","16","P0,0100,95cm,16dB"
"2026-07-30T17:49:55.161Z","68044","2","1","0200","125","4","P1,0200,125cm,4dB"
"2026-07-30T17:49:55.261Z","68144","1","0","0100","112","15","P0,0100,112cm,15dB"
"2026-07-30T17:49:55.261Z","68144","2","1","0200","105","3","P1,0200,105cm,3dB"
"2026-07-30T17:49:55.361Z","68244","1","0","0100","72","17","P0,0100,72cm,17dB"
"2026-07-30T17:49:55.361Z","68244","2","1","0200","111","4","P1,0200,111cm,4dB"
"2026-07-30T17:49:55.461Z","68344","1","0","0100","113","15","P0,0100,113cm,15dB"
"2026-07-30T17:49:55.461Z","68344","2","1","0200","107","4","P1,0200,107cm,4dB"
"2026-07-30T17:49:55.561Z","68444","1","0","0100","100","13","P0,0100,100cm,13dB"
"2026-07-30T17:49:55.561Z","68444","2","1","0200","80","5","P1,0200,80cm,5dB"
"2026-07-30T17:49:55.661Z","68544","1","0","0100","112","12","P0,0100,112cm,12dB"
"2026-07-30T17:49:55.661Z","68544","2","1","0200","89","5","P1,0200,89cm,5dB"
"2026-07-30T17:49:55.761Z","68644","1","0","0100","145","15","P0,0100,145cm,15dB"
"2026-07-30T17:49:55.761Z","68644","2","1","0200","94","-1","P1,0200,94cm,-1dB"
"2026-07-30T17:49:55.861Z","68744","1","0","0100","164","17","P0,0100,164cm,17dB"
"2026-07-30T17:49:55.861Z","68744","2","1","0200","104","3","P1,0200,104cm,3dB"
"2026-07-30T17:49:55.961Z","68844","1","0","0100","166","18","P0,0100,166cm,18dB"
"2026-07-30T17:49:55.961Z","68844","2","1","0200","103","1","P1,0200,103cm,1dB"
"2026-07-30T17:49:56.061Z","68944","1","0","0100","184","14","P0,0100,184cm,14dB"
"2026-07-30T17:49:56.061Z","68944","2","1","0200","99","3","P1,0200,99cm,3dB"
"2026-07-30T17:49:56.161Z","69044","1","0","0100","168","15","P0,0100,168cm,15dB"
"2026-07-30T17:49:56.161Z","69044","2","1","0200","84","-1","P1,0200,84cm,-1dB"
"2026-07-30T17:49:56.261Z","69144","1","0","0100","190","12","P0,0100,190cm,12dB"
"2026-07-30T17:49:56.261Z","69144","2","1","0200","94","0","P1,0200,94cm,0dB"
"2026-07-30T17:49:56.361Z","69244","1","0","0100","163","17","P0,0100,163cm,17dB"
"2026-07-30T17:49:56.361Z","69244","2","1","0200","86","5","P1,0200,86cm,5dB"
"2026-07-30T17:49:56.459Z","69342","2","1","0200","93","6","P1,0200,93cm,6dB"
"2026-07-30T17:49:56.561Z","69444","1","0","0100","145","14","P0,0100,145cm,14dB"
"2026-07-30T17:49:56.561Z","69444","2","1","0200","112","4","P1,0200,112cm,4dB"
"2026-07-30T17:49:56.661Z","69544","1","0","0100","89","14","P0,0100,89cm,14dB"
"2026-07-30T17:49:56.661Z","69544","2","1","0200","115","2","P1,0200,115cm,2dB"
"2026-07-30T17:49:56.761Z","69644","1","0","0100","117","16","P0,0100,117cm,16dB"
"2026-07-30T17:49:56.761Z","69644","2","1","0200","121","3","P1,0200,121cm,3dB"
"2026-07-30T17:49:56.861Z","69744","1","0","0100","109","16","P0,0100,109cm,16dB"
"2026-07-30T17:49:56.861Z","69744","2","1","0200","104","5","P1,0200,104cm,5dB"
"2026-07-30T17:49:56.961Z","69844","1","0","0100","97","16","P0,0100,97cm,16dB"
"2026-07-30T17:49:56.961Z","69844","2","1","0200","113","0","P1,0200,113cm,0dB"
"2026-07-30T17:49:57.061Z","69944","1","0","0100","85","18","P0,0100,85cm,18dB"
"2026-07-30T17:49:57.061Z","69944","2","1","0200","108","4","P1,0200,108cm,4dB"
"2026-07-30T17:49:57.161Z","70044","1","0","0100","74","17","P0,0100,74cm,17dB"
"2026-07-30T17:49:57.161Z","70044","2","1","0200","116","-2","P1,0200,116cm,-2dB"
"2026-07-30T17:49:57.261Z","70144","1","0","0100","75","17","P0,0100,75cm,17dB"
"2026-07-30T17:49:57.261Z","70144","2","1","0200","117","2","P1,0200,117cm,2dB"
"2026-07-30T17:49:57.361Z","70244","1","0","0100","80","16","P0,0100,80cm,16dB"
"2026-07-30T17:49:57.361Z","70244","2","1","0200","115","5","P1,0200,115cm,5dB"
"2026-07-30T17:49:57.461Z","70344","1","0","0100","70","14","P0,0100,70cm,14dB"
"2026-07-30T17:49:57.461Z","70344","2","1","0200","113","1","P1,0200,113cm,1dB"
"2026-07-30T17:49:57.561Z","70444","1","0","0100","76","15","P0,0100,76cm,15dB"
"2026-07-30T17:49:57.561Z","70444","2","1","0200","106","-2","P1,0200,106cm,-2dB"
"2026-07-30T17:49:57.660Z","70543","1","0","0100","80","16","P0,0100,80cm,16dB"
"2026-07-30T17:49:57.660Z","70543","2","1","0200","88","0","P1,0200,88cm,0dB"
"2026-07-30T17:49:57.761Z","70644","1","0","0100","78","18","P0,0100,78cm,18dB"
"2026-07-30T17:49:57.761Z","70644","2","1","0200","118","2","P1,0200,118cm,2dB"
"2026-07-30T17:49:57.861Z","70744","1","0","0100","85","14","P0,0100,85cm,14dB"
"2026-07-30T17:49:57.861Z","70744","2","1","0200","113","2","P1,0200,113cm,2dB"
"2026-07-30T17:49:57.961Z","70844","1","0","0100","99","17","P0,0100,99cm,17dB"
"2026-07-30T17:49:57.961Z","70844","2","1","0200","122","-1","P1,0200,122cm,-1dB"
"2026-07-30T17:49:58.061Z","70944","1","0","0100","92","17","P0,0100,92cm,17dB"
"2026-07-30T17:49:58.061Z","70944","2","1","0200","125","1","P1,0200,125cm,1dB"
"2026-07-30T17:49:58.161Z","71044","1","0","0100","72","16","P0,0100,72cm,16dB"
"2026-07-30T17:49:58.161Z","71044","2","1","0200","119","0","P1,0200,119cm,0dB"
"2026-07-30T17:49:58.261Z","71144","1","0","0100","78","17","P0,0100,78cm,17dB"
"2026-07-30T17:49:58.261Z","71144","2","1","0200","117","2","P1,0200,117cm,2dB"
"2026-07-30T17:49:58.361Z","71244","1","0","0100","96","14","P0,0100,96cm,14dB"
"2026-07-30T17:49:58.361Z","71244","2","1","0200","119","3","P1,0200,119cm,3dB"
"2026-07-30T17:49:58.461Z","71344","1","0","0100","98","14","P0,0100,98cm,14dB"
"2026-07-30T17:49:58.461Z","71344","2","1","0200","121","-3","P1,0200,121cm,-3dB"
"2026-07-30T17:49:58.561Z","71444","1","0","0100","76","17","P0,0100,76cm,17dB"
"2026-07-30T17:49:58.561Z","71444","2","1","0200","111","-3","P1,0200,111cm,-3dB"
"2026-07-30T17:49:58.661Z","71544","1","0","0100","67","15","P0,0100,67cm,15dB"
"2026-07-30T17:49:58.661Z","71544","2","1","0200","115","-2","P1,0200,115cm,-2dB"
"2026-07-30T17:49:58.761Z","71644","1","0","0100","114","15","P0,0100,114cm,15dB"
"2026-07-30T17:49:58.761Z","71644","2","1","0200","120","3","P1,0200,120cm,3dB"
"2026-07-30T17:49:58.861Z","71744","1","0","0100","104","15","P0,0100,104cm,15dB"
"2026-07-30T17:49:58.861Z","71744","2","1","0200","117","-1","P1,0200,117cm,-1dB"
"2026-07-30T17:49:58.960Z","71843","1","0","0100","85","17","P0,0100,85cm,17dB"
"2026-07-30T17:49:58.961Z","71844","2","1","0200","116","4","P1,0200,116cm,4dB"
"2026-07-30T17:49:59.061Z","71944","1","0","0100","78","16","P0,0100,78cm,16dB"
"2026-07-30T17:49:59.061Z","71944","2","1","0200","119","-1","P1,0200,119cm,-1dB"
"2026-07-30T17:49:59.161Z","72044","1","0","0100","71","15","P0,0100,71cm,15dB"
"2026-07-30T17:49:59.161Z","72044","2","1","0200","113","4","P1,0200,113cm,4dB"
"2026-07-30T17:49:59.260Z","72143","1","0","0100","80","18","P0,0100,80cm,18dB"
"2026-07-30T17:49:59.261Z","72144","2","1","0200","113","5","P1,0200,113cm,5dB"
"2026-07-30T17:49:59.360Z","72243","1","0","0100","79","16","P0,0100,79cm,16dB"
"2026-07-30T17:49:59.361Z","72244","2","1","0200","113","5","P1,0200,113cm,5dB"
"2026-07-30T17:49:59.460Z","72343","1","0","0100","71","17","P0,0100,71cm,17dB"
"2026-07-30T17:49:59.461Z","72344","2","1","0200","110","5","P1,0200,110cm,5dB"
"2026-07-30T17:49:59.560Z","72443","1","0","0100","81","18","P0,0100,81cm,18dB"
"2026-07-30T17:49:59.560Z","72443","2","1","0200","109","7","P1,0200,109cm,7dB"
"2026-07-30T17:49:59.660Z","72543","1","0","0100","72","15","P0,0100,72cm,15dB"
"2026-07-30T17:49:59.661Z","72544","2","1","0200","110","5","P1,0200,110cm,5dB"
"2026-07-30T17:49:59.760Z","72643","1","0","0100","85","19","P0,0100,85cm,19dB"
"2026-07-30T17:49:59.761Z","72644","2","1","0200","109","7","P1,0200,109cm,7dB"
"2026-07-30T17:49:59.860Z","72743","1","0","0100","73","15","P0,0100,73cm,15dB"
"2026-07-30T17:49:59.861Z","72744","2","1","0200","110","3","P1,0200,110cm,3dB"
"2026-07-30T17:49:59.960Z","72843","1","0","0100","87","16","P0,0100,87cm,16dB"
"2026-07-30T17:49:59.960Z","72843","2","1","0200","114","4","P1,0200,114cm,4dB"
"2026-07-30T17:50:00.061Z","72944","1","0","0100","84","17","P0,0100,84cm,17dB"
"2026-07-30T17:50:00.061Z","72944","2","1","0200","108","-1","P1,0200,108cm,-1dB"
"2026-07-30T17:50:00.160Z","73043","1","0","0100","82","16","P0,0100,82cm,16dB"
"2026-07-30T17:50:00.160Z","73043","2","1","0200","114","2","P1,0200,114cm,2dB"
"2026-07-30T17:50:00.260Z","73143","1","0","0100","90","16","P0,0100,90cm,16dB"
